Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-04-22 00:00:00+08:00,1703.260009765625,1709.489990234375,1702.469970703125,1706.6800537109375,111060400,0.0,0.0
2013-04-23 00:00:00+08:00,1706.3800048828125,1707.8499755859375,1699.739990234375,1700.3900146484375,133607600,0.0,0.0
2013-04-24 00:00:00+08:00,1700.9599609375,1707.3499755859375,1700.9599609375,1707.3499755859375,133237800,0.0,0.0
2013-04-25 00:00:00+08:00,1702.6700439453125,1709.6400146484375,1700.25,1706.3399658203125,166122400,0.0,0.0
2013-04-26 00:00:00+08:00,1706.969970703125,1718.0799560546875,1703.3399658203125,1711.2900390625,210092800,0.0,0.0
2013-04-29 00:00:00+08:00,1709.699951171875,1711.8499755859375,1706.2900390625,1707.969970703125,105224800,0.0,0.0
2013-04-30 00:00:00+08:00,1710.5799560546875,1718.43994140625,1702.8299560546875,1717.6500244140625,211071000,0.0,0.0
2013-05-02 00:00:00+08:00,1715.010009765625,1715.22998046875,1704.969970703125,1713.4599609375,182606000,0.0,0.0
2013-05-03 00:00:00+08:00,1711.5400390625,1712.030029296875,1685.280029296875,1694.77001953125,236258400,0.0,0.0
2013-05-06 00:00:00+08:00,1771.6199951171875,1826.219970703125,1743.1400146484375,1752.02001953125,460879200,0.0,0.0
2013-05-07 00:00:00+08:00,1760.22998046875,1776.72998046875,1756.949951171875,1776.72998046875,311994800,0.0,0.0
2013-05-08 00:00:00+08:00,1781.9000244140625,1783.5699462890625,1769.1700439453125,1774.0,238911200,0.0,0.0
2013-05-09 00:00:00+08:00,1773.7900390625,1776.25,1764.7099609375,1766.0699462890625,178063200,0.0,0.0
2013-05-10 00:00:00+08:00,1752.260009765625,1772.8900146484375,1752.260009765625,1772.3800048828125,208414000,0.0,0.0
2013-05-13 00:00:00+08:00,1782.8900146484375,1789.6199951171875,1775.3399658203125,1787.9000244140625,161328400,0.0,0.0
2013-05-14 00:00:00+08:00,1786.1500244140625,1793.1500244140625,1784.3399658203125,1788.4300537109375,164086400,0.0,0.0
